,date,fighter_fighter,opponent,result,method,form_skore_fighter,form_skore_opponent,ground_def_skill_fighter,ground_att_skill_fighter,stand_def_skill_fighter,stand_att_skill_fighter,stamina_fighter,ground_def_skill_opponent,ground_att_skill_opponent,stand_def_skill_opponent,stand_att_skill_opponent,stamina_opponent
20,2007-07-07,Rashad Evans,Tito Ortiz,0,DRAW,1.5,1.3,1.4675669840524914,0.47561063060249525,1.0598062493588227,0.7928493159963377,1.0292307692307692,1.305346771686067,1.14386765859478,0.9908535601007306,0.9281383647557508,0.8393939393939394
21,2011-08-06,Rashad Evans,Tito Ortiz,1,KO/TKO,0.9,-1.3,1.4675669840524914,0.47561063060249525,1.0598062493588227,0.7928493159963377,1.0292307692307692,1.305346771686067,1.14386765859478,0.9908535601007306,0.9281383647557508,0.8393939393939394
22,2010-10-23,Matt Hamill,Tito Ortiz,1,U-DEC,0.5,-0.5,1.6026306002488524,0.581958746396799,1.165022321132913,1.0233529196865137,0.43333333333333335,1.305346771686067,1.14386765859478,0.9908535601007306,0.9281383647557508,0.8393939393939394
23,2008-05-24,Lyoto Machida,Tito Ortiz,1,U-DEC,1.0,0.9,1.2685694538401233,0.41150874585176983,1.446414245649337,0.921268699051035,1.2678571428571428,1.305346771686067,1.14386765859478,0.9908535601007306,0.9281383647557508,0.8393939393939394
24,2011-07-02,Ryan Bader,Tito Ortiz,0,SUB,1.3,-1.5,1.3524362993492136,0.6635893736855901,1.1276005589152935,0.8108921308140373,1.6666666666666665,1.305346771686067,1.14386765859478,0.9908535601007306,0.9281383647557508,0.8393939393939394
25,2011-12-10,Rogerio Nogueira,Tito Ortiz,1,KO/TKO,0.4,-1.1,1.3512662185934938,0.08862852293143167,1.3070587677715588,0.8790243735514119,0.37142857142857144,1.305346771686067,1.14386765859478,0.9908535601007306,0.9281383647557508,0.8393939393939394
26,1997-02-07,Tra Telligman,Vitor Belfort,0,KO/TKO,0.0,0.0,1.2440474261329877,0.40569196428571425,0.17094115845807994,0.2512841390975139,0.6,1.025645574703315,0.2969401773448233,1.2189474023621196,1.1652367829860186,0.2
27,2005-02-05,Tito Ortiz,Vitor Belfort,1,S-DEC,0.5,0.5,1.305346771686067,1.14386765859478,0.9908535601007306,0.9281383647557508,0.8393939393939394,1.025645574703315,0.2969401773448233,1.2189474023621196,1.1652367829860186,0.2
28,1997-10-17,Randy Couture,Vitor Belfort,1,KO/TKO,0.30000000000000004,0.6000000000000001,1.183300464558443,1.6667054791248685,0.6700729280981974,0.9265283088075545,1.3916666666666666,1.025645574703315,0.2969401773448233,1.2189474023621196,1.1652367829860186,0.2
29,2004-01-31,Randy Couture,Vitor Belfort,0,KO/TKO,0.09999999999999998,0.10000000000000009,1.183300464558443,1.6667054791248685,0.6700729280981974,0.9265283088075545,1.3916666666666666,1.025645574703315,0.2969401773448233,1.2189474023621196,1.1652367829860186,0.2
